sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
2052;Normal;Queja;alta;2023-07-07 09:27:34.928131;2023-07-07 09:31:42.970835;0 days 00:04:08.042704
2053;Estandar;Facturacion;media;2023-07-07 09:30:25.500916;2023-07-07 09:30:33.507296;0 days 00:00:08.006380
2054;Estandar;Facturacion;media;2023-07-07 09:31:44.771235;2023-07-07 09:35:11.569989;0 days 00:03:26.798754
2055;Urgente;Falla;media;2023-07-07 09:33:59.691324;2023-07-07 09:38:11.888085;0 days 00:04:12.196761
2056;Urgente;Falla;media;2023-07-07 09:37:39.983864;2023-07-07 09:41:34.793650;0 days 00:03:54.809786
2057;Estandar;Facturacion;baja;2023-07-07 09:39:30.216082;2023-07-07 09:41:11.265065;0 days 00:01:41.048983
2058;Normal;Facturacion;alta;2023-07-07 09:40:00.539246;2023-07-07 09:45:38.171445;0 days 00:05:37.632199
2059;Estandar;Facturacion;media;2023-07-07 09:43:41.466170;2023-07-07 09:49:08.859615;0 days 00:05:27.393445
2060;Estandar;Queja;alta;2023-07-07 09:43:59.927229;2023-07-07 09:48:01.588237;0 days 00:04:01.661008
2061;Normal;Queja;baja;2023-07-07 09:53:36.452948;2023-07-07 09:58:27.227189;0 days 00:04:50.774241
2062;Normal;Queja;media;2023-07-07 10:03:46.661976;2023-07-07 10:05:25.480696;0 days 00:01:38.818720
2063;Estandar;Queja;baja;2023-07-07 10:05:34.311881;2023-07-07 10:09:57.897860;0 days 00:04:23.585979
2064;Normal;Falla;baja;2023-07-07 10:08:34.718581;2023-07-07 10:13:53.409382;0 days 00:05:18.690801
2065;Normal;Falla;media;2023-07-07 10:18:07.015523;2023-07-07 10:20:12.786996;0 days 00:02:05.771473
2066;Estandar;Facturacion;baja;2023-07-07 10:19:39.608480;2023-07-07 10:19:55.366770;0 days 00:00:15.758290
2067;Normal;Falla;alta;2023-07-07 10:26:08.122417;2023-07-07 10:27:58.559630;0 days 00:01:50.437213
2068;Estandar;Informacion;media;2023-07-07 10:31:35.751948;2023-07-07 10:35:40.124977;0 days 00:04:04.373029
2069;Urgente;Queja;baja;2023-07-07 10:32:39.098661;2023-07-07 10:35:47.047273;0 days 00:03:07.948612
2070;Urgente;Facturacion;media;2023-07-07 10:32:46.446412;2023-07-07 10:34:58.408183;0 days 00:02:11.961771
2071;Urgente;Informacion;baja;2023-07-07 10:34:17.536818;2023-07-07 10:35:28.503169;0 days 00:01:10.966351
2072;Urgente;Falla;alta;2023-07-07 10:36:29.238180;2023-07-07 10:39:40.185104;0 days 00:03:10.946924
2073;Normal;Facturacion;media;2023-07-07 10:38:55.780412;2023-07-07 10:42:18.987462;0 days 00:03:23.207050
2074;Normal;Facturacion;media;2023-07-07 10:42:51.479665;2023-07-07 10:47:22.346416;0 days 00:04:30.866751
2075;Urgente;Queja;media;2023-07-07 10:45:56.750807;2023-07-07 10:50:33.182856;0 days 00:04:36.432049
2076;Estandar;Falla;alta;2023-07-07 11:00:53.186657;2023-07-07 11:05:05.341255;0 days 00:04:12.154598
2077;Estandar;Falla;media;2023-07-07 11:05:44.548039;2023-07-07 11:11:44.121923;0 days 00:05:59.573884
2078;Estandar;Facturacion;baja;2023-07-07 11:06:13.574150;2023-07-07 11:11:20.022128;0 days 00:05:06.447978
2079;Urgente;Queja;baja;2023-07-07 11:07:10.814594;2023-07-07 11:08:19.009465;0 days 00:01:08.194871
2080;Urgente;Queja;alta;2023-07-07 11:09:19.009546;2023-07-07 11:11:04.163872;0 days 00:01:45.154326
2081;Normal;Queja;media;2023-07-07 11:16:00.397845;2023-07-07 11:20:04.338574;0 days 00:04:03.940729
2082;Normal;Informacion;media;2023-07-07 11:16:32.828342;2023-07-07 11:19:29.423878;0 days 00:02:56.595536
2083;Estandar;Queja;baja;2023-07-07 11:16:38.910247;2023-07-07 11:18:53.964209;0 days 00:02:15.053962
2084;Estandar;Informacion;alta;2023-07-07 11:19:15.287287;2023-07-07 11:23:17.101165;0 days 00:04:01.813878
2085;Normal;Facturacion;alta;2023-07-07 11:30:41.397385;2023-07-07 11:31:18.928417;0 days 00:00:37.531032
2086;Urgente;Facturacion;media;2023-07-07 11:32:56.261836;2023-07-07 11:38:00.468046;0 days 00:05:04.206210
2087;Urgente;Falla;baja;2023-07-07 11:34:17.931089;2023-07-07 11:39:37.792778;0 days 00:05:19.861689
2088;Normal;Queja;media;2023-07-07 11:37:50.721156;2023-07-07 11:43:36.525129;0 days 00:05:45.803973
2089;Estandar;Falla;baja;2023-07-07 11:39:12.381526;2023-07-07 11:44:52.027383;0 days 00:05:39.645857
2090;Estandar;Facturacion;media;2023-07-07 11:45:01.359697;2023-07-07 11:50:56.235482;0 days 00:05:54.875785
2091;Normal;Facturacion;media;2023-07-07 11:50:04.627879;2023-07-07 11:51:32.321703;0 days 00:01:27.693824
2092;Normal;Informacion;baja;2023-07-07 11:58:20.003014;2023-07-07 12:03:15.364818;0 days 00:04:55.361804
2093;Estandar;Falla;baja;2023-07-07 12:00:40.265370;2023-07-07 12:01:49.763830;0 days 00:01:09.498460
2094;Normal;Facturacion;alta;2023-07-07 12:07:14.292260;2023-07-07 12:08:14.940238;0 days 00:01:00.647978
2095;Normal;Queja;media;2023-07-07 12:14:18.157788;2023-07-07 12:16:07.586846;0 days 00:01:49.429058
2096;Normal;Informacion;media;2023-07-07 12:19:22.211718;2023-07-07 12:24:59.249657;0 days 00:05:37.037939
2097;Normal;Facturacion;media;2023-07-07 12:20:37.657121;2023-07-07 12:24:05.883623;0 days 00:03:28.226502
2098;Normal;Informacion;media;2023-07-07 12:21:02.001173;2023-07-07 12:26:44.463340;0 days 00:05:42.462167
2099;Estandar;Facturacion;media;2023-07-07 12:26:26.594564;2023-07-07 12:28:13.564467;0 days 00:01:46.969903
2100;Estandar;Informacion;media;2023-07-07 12:31:02.190287;2023-07-07 12:33:27.141078;0 days 00:02:24.950791
2101;Normal;Facturacion;alta;2023-07-07 12:32:24.434390;2023-07-07 12:36:10.820046;0 days 00:03:46.385656
2102;Normal;Facturacion;baja;2023-07-07 12:35:42.329870;2023-07-07 12:37:02.750151;0 days 00:01:20.420281
2103;Normal;Facturacion;alta;2023-07-07 12:36:13.824919;2023-07-07 12:37:45.158920;0 days 00:01:31.334001
2104;Estandar;Informacion;alta;2023-07-07 12:37:20.802475;2023-07-07 12:37:53.610086;0 days 00:00:32.807611
2105;Estandar;Queja;baja;2023-07-07 12:38:08.122597;2023-07-07 12:41:10.452233;0 days 00:03:02.329636
2106;Urgente;Informacion;baja;2023-07-07 12:49:40.417987;2023-07-07 12:51:27.222304;0 days 00:01:46.804317
2107;Urgente;Informacion;media;2023-07-07 12:50:01.330356;2023-07-07 12:51:18.494758;0 days 00:01:17.164402
2108;Urgente;Informacion;baja;2023-07-07 12:57:31.604975;2023-07-07 12:59:37.021395;0 days 00:02:05.416420
2109;Normal;Falla;media;2023-07-07 12:58:18.764195;2023-07-07 13:00:26.902491;0 days 00:02:08.138296
2110;Urgente;Falla;alta;2023-07-07 13:00:18.188838;2023-07-07 13:05:35.796606;0 days 00:05:17.607768
2111;Estandar;Falla;media;2023-07-07 13:08:20.973870;2023-07-07 13:09:07.633017;0 days 00:00:46.659147
2112;Normal;Falla;alta;2023-07-07 13:17:55.357202;2023-07-07 13:20:05.809559;0 days 00:02:10.452357
2113;Normal;Facturacion;alta;2023-07-07 13:20:19.393956;2023-07-07 13:24:49.545378;0 days 00:04:30.151422
2114;Urgente;Informacion;alta;2023-07-07 13:22:07.702900;2023-07-07 13:27:43.913108;0 days 00:05:36.210208
2115;Urgente;Facturacion;baja;2023-07-07 13:24:18.714623;2023-07-07 13:24:54.358817;0 days 00:00:35.644194
2116;Urgente;Queja;media;2023-07-07 13:31:19.528425;2023-07-07 13:33:04.599819;0 days 00:01:45.071394
2117;Urgente;Falla;baja;2023-07-07 13:31:40.429133;2023-07-07 13:36:01.601101;0 days 00:04:21.171968
2118;Estandar;Facturacion;alta;2023-07-07 13:33:39.484307;2023-07-07 13:35:34.810766;0 days 00:01:55.326459
2119;Normal;Falla;alta;2023-07-07 13:33:55.397536;2023-07-07 13:36:02.552145;0 days 00:02:07.154609
2120;Urgente;Falla;media;2023-07-07 13:35:07.132118;2023-07-07 13:39:26.088333;0 days 00:04:18.956215
2121;Urgente;Falla;media;2023-07-07 13:43:41.202260;2023-07-07 13:46:39.240328;0 days 00:02:58.038068
2122;Estandar;Falla;baja;2023-07-07 13:44:53.780439;2023-07-07 13:44:58.543624;0 days 00:00:04.763185
2123;Normal;Facturacion;alta;2023-07-07 13:47:03.757659;2023-07-07 13:51:58.470592;0 days 00:04:54.712933
2124;Normal;Informacion;alta;2023-07-07 13:57:56.273781;2023-07-07 14:01:27.872597;0 days 00:03:31.598816
2125;Estandar;Falla;baja;2023-07-07 13:58:08.894420;2023-07-07 14:02:04.907911;0 days 00:03:56.013491
2126;Estandar;Facturacion;baja;2023-07-07 14:03:44.403362;2023-07-07 14:08:07.069030;0 days 00:04:22.665668
2127;Normal;Informacion;media;2023-07-07 14:10:18.034357;2023-07-07 14:13:13.056387;0 days 00:02:55.022030
2128;Normal;Informacion;alta;2023-07-07 14:10:30.325113;2023-07-07 14:15:53.698137;0 days 00:05:23.373024
2129;Estandar;Informacion;media;2023-07-07 14:11:29.519357;2023-07-07 14:17:03.890084;0 days 00:05:34.370727
2130;Urgente;Facturacion;media;2023-07-07 14:13:15.277284;2023-07-07 14:14:32.759323;0 days 00:01:17.482039
2131;Urgente;Informacion;baja;2023-07-07 14:13:17.815910;2023-07-07 14:17:57.411869;0 days 00:04:39.595959
2132;Urgente;Informacion;baja;2023-07-07 14:23:00.593055;2023-07-07 14:26:23.858462;0 days 00:03:23.265407
2133;Normal;Facturacion;media;2023-07-07 14:23:08.691096;2023-07-07 14:27:55.591499;0 days 00:04:46.900403
2134;Normal;Informacion;media;2023-07-07 14:23:22.403398;2023-07-07 14:26:50.595666;0 days 00:03:28.192268
2135;Normal;Falla;alta;2023-07-07 14:25:43.482631;2023-07-07 14:28:15.824814;0 days 00:02:32.342183
2136;Estandar;Facturacion;baja;2023-07-07 14:26:55.516645;2023-07-07 14:28:58.424121;0 days 00:02:02.907476
2137;Normal;Informacion;alta;2023-07-07 14:34:40.069598;2023-07-07 14:39:46.878868;0 days 00:05:06.809270
2138;Urgente;Queja;alta;2023-07-07 14:36:21.746800;2023-07-07 14:37:59.473658;0 days 00:01:37.726858
2139;Estandar;Informacion;alta;2023-07-07 14:37:52.106423;2023-07-07 14:41:44.146439;0 days 00:03:52.040016
2140;Urgente;Queja;media;2023-07-07 14:39:58.237948;2023-07-07 14:40:01.860773;0 days 00:00:03.622825
2141;Estandar;Falla;alta;2023-07-07 14:48:32.446867;2023-07-07 14:49:14.552604;0 days 00:00:42.105737
2142;Normal;Queja;alta;2023-07-07 14:50:29.755724;2023-07-07 14:51:11.930984;0 days 00:00:42.175260
2143;Normal;Queja;alta;2023-07-07 14:50:57.170340;2023-07-07 14:52:47.231334;0 days 00:01:50.060994
2144;Urgente;Queja;alta;2023-07-07 14:51:54.288608;2023-07-07 14:55:53.367809;0 days 00:03:59.079201
2145;Urgente;Queja;media;2023-07-07 14:54:23.525268;2023-07-07 14:59:20.508965;0 days 00:04:56.983697
2146;Urgente;Facturacion;media;2023-07-07 15:06:24.626880;2023-07-07 15:07:11.973556;0 days 00:00:47.346676
2147;Estandar;Falla;baja;2023-07-07 15:07:19.496905;2023-07-07 15:11:52.243393;0 days 00:04:32.746488
2148;Estandar;Queja;alta;2023-07-07 15:10:02.722202;2023-07-07 15:11:55.831189;0 days 00:01:53.108987
2149;Normal;Falla;alta;2023-07-07 15:16:38.756553;2023-07-07 15:21:40.327290;0 days 00:05:01.570737
2150;Estandar;Falla;alta;2023-07-07 15:17:44.303916;2023-07-07 15:20:39.456821;0 days 00:02:55.152905
2151;Urgente;Informacion;alta;2023-07-07 15:19:09.349925;2023-07-07 15:20:26.175306;0 days 00:01:16.825381
2152;Urgente;Queja;baja;2023-07-07 15:26:31.769431;2023-07-07 15:29:01.429377;0 days 00:02:29.659946
2153;Estandar;Informacion;media;2023-07-07 15:28:50.024376;2023-07-07 15:33:43.266536;0 days 00:04:53.242160
2154;Estandar;Informacion;baja;2023-07-07 15:33:26.009476;2023-07-07 15:34:19.580465;0 days 00:00:53.570989
2155;Estandar;Informacion;baja;2023-07-07 15:40:42.121352;2023-07-07 15:42:15.094088;0 days 00:01:32.972736
2156;Urgente;Facturacion;alta;2023-07-07 15:50:51.304839;2023-07-07 15:56:25.309993;0 days 00:05:34.005154
2157;Urgente;Informacion;baja;2023-07-07 15:51:57.069312;2023-07-07 15:52:41.843356;0 days 00:00:44.774044
2158;Urgente;Informacion;media;2023-07-07 15:53:40.214255;2023-07-07 15:59:32.095618;0 days 00:05:51.881363
2159;Normal;Facturacion;alta;2023-07-07 15:59:03.470693;2023-07-07 16:00:02.049421;0 days 00:00:58.578728
2160;Estandar;Facturacion;media;2023-07-07 16:07:04.968702;2023-07-07 16:12:40.472159;0 days 00:05:35.503457
2161;Urgente;Informacion;alta;2023-07-07 16:09:32.141418;2023-07-07 16:11:06.993060;0 days 00:01:34.851642
2162;Estandar;Informacion;baja;2023-07-07 16:15:09.504460;2023-07-07 16:17:33.078072;0 days 00:02:23.573612
2163;Normal;Facturacion;alta;2023-07-07 16:16:52.668872;2023-07-07 16:22:12.651122;0 days 00:05:19.982250
2164;Estandar;Queja;alta;2023-07-07 16:23:09.030314;2023-07-07 16:28:37.742058;0 days 00:05:28.711744
2165;Estandar;Queja;alta;2023-07-07 16:23:29.151673;2023-07-07 16:26:02.570950;0 days 00:02:33.419277
2166;Estandar;Facturacion;alta;2023-07-07 16:26:39.349587;2023-07-07 16:26:52.376594;0 days 00:00:13.027007
2167;Estandar;Queja;media;2023-07-07 16:30:05.689490;2023-07-07 16:32:13.694098;0 days 00:02:08.004608
2168;Urgente;Informacion;media;2023-07-07 16:33:36.469252;2023-07-07 16:34:16.877815;0 days 00:00:40.408563
2169;Urgente;Queja;alta;2023-07-07 16:35:42.925891;2023-07-07 16:40:13.175032;0 days 00:04:30.249141
2170;Estandar;Queja;alta;2023-07-07 16:35:55.850598;2023-07-07 16:38:55.942833;0 days 00:03:00.092235
2171;Urgente;Facturacion;baja;2023-07-07 16:40:13.226700;2023-07-07 16:43:07.158648;0 days 00:02:53.931948
2172;Estandar;Queja;alta;2023-07-07 16:43:31.979322;2023-07-07 16:47:01.159021;0 days 00:03:29.179699
2173;Normal;Facturacion;baja;2023-07-07 16:45:39.497009;2023-07-07 16:49:39.219863;0 days 00:03:59.722854
2174;Estandar;Falla;alta;2023-07-07 16:46:27.247273;2023-07-07 16:47:16.138086;0 days 00:00:48.890813
2175;Estandar;Facturacion;media;2023-07-07 16:49:09.982447;2023-07-07 16:55:06.984925;0 days 00:05:57.002478
2176;Normal;Queja;baja;2023-07-07 16:51:04.787057;2023-07-07 16:53:19.422660;0 days 00:02:14.635603
2177;Estandar;Falla;media;2023-07-07 16:53:55.084151;2023-07-07 16:55:44.893779;0 days 00:01:49.809628
2178;Normal;Informacion;media;2023-07-07 17:02:46.149646;2023-07-07 17:04:14.081406;0 days 00:01:27.931760
2179;Estandar;Queja;baja;2023-07-07 17:02:47.150292;2023-07-07 17:06:34.367200;0 days 00:03:47.216908
2180;Estandar;Falla;alta;2023-07-07 17:03:31.646270;2023-07-07 17:05:15.836578;0 days 00:01:44.190308
2181;Normal;Informacion;media;2023-07-07 17:04:57.098649;2023-07-07 17:10:45.528588;0 days 00:05:48.429939
2182;Estandar;Queja;media;2023-07-07 17:06:57.779778;2023-07-07 17:10:00.688857;0 days 00:03:02.909079
2183;Urgente;Falla;media;2023-07-07 17:06:58.499069;2023-07-07 17:09:48.901128;0 days 00:02:50.402059
2184;Urgente;Falla;alta;2023-07-07 17:09:59.471156;2023-07-07 17:14:02.339556;0 days 00:04:02.868400
2185;Normal;Queja;baja;2023-07-07 17:12:49.876955;2023-07-07 17:18:06.932135;0 days 00:05:17.055180
2186;Estandar;Facturacion;baja;2023-07-07 17:19:03.851988;2023-07-07 17:23:22.153082;0 days 00:04:18.301094
2187;Estandar;Facturacion;alta;2023-07-07 17:22:30.609679;2023-07-07 17:24:24.459118;0 days 00:01:53.849439
2188;Normal;Facturacion;baja;2023-07-07 17:23:27.179466;2023-07-07 17:24:48.884932;0 days 00:01:21.705466
2189;Urgente;Falla;alta;2023-07-07 17:29:52.408730;2023-07-07 17:32:17.832546;0 days 00:02:25.423816
2190;Urgente;Falla;baja;2023-07-07 17:30:21.652921;2023-07-07 17:30:28.510991;0 days 00:00:06.858070
2191;Urgente;Queja;media;2023-07-07 17:31:47.907076;2023-07-07 17:35:26.127448;0 days 00:03:38.220372
2192;Estandar;Informacion;baja;2023-07-07 17:32:53.341457;2023-07-07 17:38:12.448587;0 days 00:05:19.107130
2193;Normal;Queja;media;2023-07-07 17:43:27.047460;2023-07-07 17:44:01.017027;0 days 00:00:33.969567
2194;Normal;Facturacion;baja;2023-07-07 17:48:24.421693;2023-07-07 17:54:02.964409;0 days 00:05:38.542716
2195;Estandar;Facturacion;baja;2023-07-07 17:51:53.952563;2023-07-07 17:52:24.740156;0 days 00:00:30.787593
2196;Urgente;Queja;media;2023-07-07 17:59:11.829167;2023-07-07 18:00:06.238558;0 days 00:00:54.409391
2197;Estandar;Informacion;baja;2023-07-07 17:59:56.570830;2023-07-07 18:05:52.523436;0 days 00:05:55.952606
2198;Normal;Falla;alta;2023-07-07 18:11:28.898378;2023-07-07 18:15:13.502115;0 days 00:03:44.603737
2199;Urgente;Queja;media;2023-07-07 18:15:39.406430;2023-07-07 18:16:10.372978;0 days 00:00:30.966548
2200;Normal;Falla;media;2023-07-07 18:37:14.774765;2023-07-07 18:40:12.215370;0 days 00:02:57.440605
2201;Normal;Informacion;baja;2023-07-07 18:48:02.072364;2023-07-07 18:49:31.165281;0 days 00:01:29.092917
2202;Estandar;Informacion;alta;2023-07-07 18:52:05.344963;2023-07-07 18:54:34.533157;0 days 00:02:29.188194
2203;Normal;Informacion;media;2023-07-07 18:54:31.931542;2023-07-07 18:55:00.230898;0 days 00:00:28.299356
2204;Normal;Falla;baja;2023-07-07 19:13:01.067525;2023-07-07 19:16:21.029796;0 days 00:03:19.962271
2205;Urgente;Informacion;baja;2023-07-07 19:19:47.671539;2023-07-07 19:22:27.338696;0 days 00:02:39.667157
2206;Normal;Informacion;baja;2023-07-07 19:34:50.514871;2023-07-07 19:39:21.720880;0 days 00:04:31.206009
2207;Estandar;Falla;alta;2023-07-07 19:35:56.039107;2023-07-07 19:39:37.304326;0 days 00:03:41.265219
2208;Estandar;Informacion;media;2023-07-07 19:36:58.593886;2023-07-07 19:41:57.543373;0 days 00:04:58.949487
2209;Normal;Facturacion;baja;2023-07-07 19:37:07.052349;2023-07-07 19:38:23.505271;0 days 00:01:16.452922
2210;Urgente;Informacion;alta;2023-07-07 19:46:11.422346;2023-07-07 19:47:41.604634;0 days 00:01:30.182288
2211;Urgente;Facturacion;baja;2023-07-07 19:46:56.876107;2023-07-07 19:48:28.020775;0 days 00:01:31.144668
2212;Normal;Facturacion;media;2023-07-07 19:50:42.417775;2023-07-07 19:54:02.944643;0 days 00:03:20.526868
2213;Estandar;Falla;alta;2023-07-07 19:52:49.496244;2023-07-07 19:54:19.971210;0 days 00:01:30.474966
2214;Normal;Falla;alta;2023-07-07 20:05:18.115548;2023-07-07 20:09:35.015973;0 days 00:04:16.900425
2215;Urgente;Falla;baja;2023-07-07 20:12:50.243033;2023-07-07 20:17:56.221185;0 days 00:05:05.978152
2216;Normal;Queja;media;2023-07-07 20:16:14.463648;2023-07-07 20:20:33.030892;0 days 00:04:18.567244
2217;Normal;Queja;baja;2023-07-07 20:32:17.182856;2023-07-07 20:32:43.784028;0 days 00:00:26.601172
2218;Urgente;Informacion;alta;2023-07-07 20:34:57.656163;2023-07-07 20:36:53.913037;0 days 00:01:56.256874
2219;Normal;Informacion;baja;2023-07-07 20:36:25.782412;2023-07-07 20:41:49.477919;0 days 00:05:23.695507
2220;Estandar;Informacion;media;2023-07-07 20:38:45.906858;2023-07-07 20:39:01.500625;0 days 00:00:15.593767
2221;Urgente;Queja;alta;2023-07-07 20:46:40.650935;2023-07-07 20:47:52.259180;0 days 00:01:11.608245
2222;Urgente;Informacion;alta;2023-07-07 20:53:55.164094;2023-07-07 20:58:12.562575;0 days 00:04:17.398481
2223;Estandar;Informacion;baja;2023-07-07 20:57:45.218825;2023-07-07 21:00:25.066270;0 days 00:02:39.847445
2224;Normal;Queja;media;2023-07-07 20:59:27.652770;2023-07-07 20:59:34.124609;0 days 00:00:06.471839
2225;Normal;Facturacion;baja;2023-07-07 21:01:42.499334;2023-07-07 21:06:36.483083;0 days 00:04:53.983749
2226;Estandar;Facturacion;media;2023-07-07 21:15:49.235774;2023-07-07 21:17:30.867807;0 days 00:01:41.632033
2227;Urgente;Falla;alta;2023-07-07 21:19:15.746499;2023-07-07 21:19:57.302300;0 days 00:00:41.555801
2228;Urgente;Queja;media;2023-07-07 21:20:39.005350;2023-07-07 21:21:23.082059;0 days 00:00:44.076709
2229;Normal;Informacion;baja;2023-07-07 21:27:12.411823;2023-07-07 21:31:35.376320;0 days 00:04:22.964497
2230;Estandar;Falla;alta;2023-07-07 21:28:14.530001;2023-07-07 21:28:49.516880;0 days 00:00:34.986879
2231;Estandar;Queja;media;2023-07-07 21:29:02.677110;2023-07-07 21:34:43.609102;0 days 00:05:40.931992
2232;Estandar;Queja;alta;2023-07-07 21:31:23.927552;2023-07-07 21:37:17.518002;0 days 00:05:53.590450
2233;Normal;Informacion;baja;2023-07-07 21:37:14.727047;2023-07-07 21:37:19.180673;0 days 00:00:04.453626
2234;Urgente;Queja;media;2023-07-07 21:39:08.233901;2023-07-07 21:42:20.347404;0 days 00:03:12.113503
2235;Urgente;Informacion;media;2023-07-07 21:43:49.874834;2023-07-07 21:44:01.298844;0 days 00:00:11.424010
2236;Normal;Falla;baja;2023-07-07 21:43:55.609538;2023-07-07 21:46:22.310723;0 days 00:02:26.701185
2237;Urgente;Informacion;baja;2023-07-07 21:50:52.051398;2023-07-07 21:52:41.203928;0 days 00:01:49.152530
2238;Urgente;Queja;baja;2023-07-07 21:51:52.983597;2023-07-07 21:54:36.252720;0 days 00:02:43.269123
2239;Estandar;Queja;media;2023-07-07 21:54:10.364604;2023-07-07 21:58:59.357519;0 days 00:04:48.992915
2240;Estandar;Queja;media;2023-07-07 21:59:07.036203;2023-07-07 22:01:12.401498;0 days 00:02:05.365295
2241;Estandar;Queja;baja;2023-07-07 21:59:16.549307;2023-07-07 22:04:43.747817;0 days 00:05:27.198510
2242;Estandar;Facturacion;alta;2023-07-07 22:00:29.358764;2023-07-07 22:03:32.601159;0 days 00:03:03.242395
2243;Estandar;Falla;baja;2023-07-07 22:09:03.879172;2023-07-07 22:10:50.052585;0 days 00:01:46.173413
2244;Estandar;Facturacion;alta;2023-07-07 22:09:51.927155;2023-07-07 22:13:15.842279;0 days 00:03:23.915124
2245;Normal;Queja;alta;2023-07-07 22:11:04.007685;2023-07-07 22:12:49.179472;0 days 00:01:45.171787
2246;Normal;Queja;media;2023-07-07 22:12:52.409209;2023-07-07 22:14:12.400860;0 days 00:01:19.991651
2247;Estandar;Queja;media;2023-07-07 22:20:19.847788;2023-07-07 22:24:20.746536;0 days 00:04:00.898748
2248;Urgente;Facturacion;media;2023-07-07 22:24:53.782742;2023-07-07 22:26:58.578830;0 days 00:02:04.796088
2249;Normal;Queja;media;2023-07-07 22:26:21.804543;2023-07-07 22:31:51.190605;0 days 00:05:29.386062
2250;Urgente;Informacion;baja;2023-07-07 22:33:00.923945;2023-07-07 22:37:33.418901;0 days 00:04:32.494956
2251;Estandar;Queja;baja;2023-07-07 22:38:46.620061;2023-07-07 22:40:37.776371;0 days 00:01:51.156310
2252;Urgente;Facturacion;baja;2023-07-07 22:38:47.503943;2023-07-07 22:44:37.631292;0 days 00:05:50.127349
2253;Estandar;Queja;baja;2023-07-07 22:48:37.062377;2023-07-07 22:50:33.593064;0 days 00:01:56.530687
2254;Urgente;Queja;media;2023-07-07 23:01:42.105679;2023-07-07 23:02:16.306756;0 days 00:00:34.201077
2255;Urgente;Facturacion;baja;2023-07-07 23:02:40.073722;2023-07-07 23:07:10.781422;0 days 00:04:30.707700
2256;Estandar;Informacion;alta;2023-07-07 23:05:48.996583;2023-07-07 23:10:33.773976;0 days 00:04:44.777393
2257;Estandar;Falla;alta;2023-07-07 23:07:06.431784;2023-07-07 23:10:27.818030;0 days 00:03:21.386246
2258;Urgente;Queja;baja;2023-07-07 23:08:24.164531;2023-07-07 23:12:14.610282;0 days 00:03:50.445751
2259;Estandar;Falla;baja;2023-07-07 23:14:49.687318;2023-07-07 23:15:22.753462;0 days 00:00:33.066144
2260;Urgente;Informacion;alta;2023-07-07 23:16:23.262467;2023-07-07 23:16:42.361103;0 days 00:00:19.098636
2261;Estandar;Falla;media;2023-07-07 23:26:57.658462;2023-07-07 23:28:16.198535;0 days 00:01:18.540073
2262;Urgente;Falla;media;2023-07-07 23:28:02.608545;2023-07-07 23:29:47.550390;0 days 00:01:44.941845
2263;Estandar;Facturacion;media;2023-07-07 23:31:41.834323;2023-07-07 23:34:57.665776;0 days 00:03:15.831453
2264;Normal;Queja;alta;2023-07-07 23:35:29.379448;2023-07-07 23:39:02.122697;0 days 00:03:32.743249
2265;Normal;Falla;media;2023-07-07 23:40:39.245367;2023-07-07 23:43:00.875770;0 days 00:02:21.630403
2266;Estandar;Falla;alta;2023-07-07 23:45:15.400199;2023-07-07 23:46:58.361573;0 days 00:01:42.961374
2267;Estandar;Queja;media;2023-07-07 23:45:28.193033;2023-07-07 23:51:20.411440;0 days 00:05:52.218407
2268;Urgente;Facturacion;alta;2023-07-07 23:45:48.825158;2023-07-07 23:46:20.693886;0 days 00:00:31.868728
2269;Normal;Informacion;alta;2023-07-07 23:48:37.008937;2023-07-07 23:50:10.190219;0 days 00:01:33.181282
2270;Urgente;Falla;alta;2023-07-07 23:54:27.143957;2023-07-07 23:58:32.951399;0 days 00:04:05.807442
2271;Normal;Queja;alta;2023-07-07 23:56:43.806649;2023-07-07 23:59:29.162015;0 days 00:02:45.355366
2272;Estandar;Informacion;baja;2023-07-07 23:58:39.529351;2023-07-08 00:03:41.544897;0 days 00:05:02.015546
2273;Estandar;Facturacion;baja;2023-07-08 00:07:42.737474;2023-07-08 00:09:26.780370;0 days 00:01:44.042896
2274;Normal;Falla;alta;2023-07-08 00:10:15.767737;2023-07-08 00:12:44.687417;0 days 00:02:28.919680
2275;Normal;Informacion;media;2023-07-08 00:11:05.949395;2023-07-08 00:13:49.921251;0 days 00:02:43.971856
2276;Urgente;Facturacion;baja;2023-07-08 00:14:59.297202;2023-07-08 00:18:44.792777;0 days 00:03:45.495575
2277;Estandar;Falla;baja;2023-07-08 00:15:24.572374;2023-07-08 00:16:46.677329;0 days 00:01:22.104955
2278;Normal;Queja;media;2023-07-08 00:33:01.806110;2023-07-08 00:33:18.369421;0 days 00:00:16.563311
2279;Normal;Informacion;alta;2023-07-08 00:35:40.503986;2023-07-08 00:36:32.194683;0 days 00:00:51.690697
2280;Estandar;Queja;alta;2023-07-08 00:36:45.694893;2023-07-08 00:39:25.507725;0 days 00:02:39.812832
2281;Urgente;Falla;alta;2023-07-08 00:42:35.128060;2023-07-08 00:44:58.640030;0 days 00:02:23.511970
2282;Urgente;Queja;baja;2023-07-08 00:43:08.004776;2023-07-08 00:47:43.427239;0 days 00:04:35.422463
2283;Estandar;Facturacion;media;2023-07-08 00:44:51.151959;2023-07-08 00:48:15.646180;0 days 00:03:24.494221
