Sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
2275;Normal;Informacion;media;2023-07-08 00:11:05.949395;2023-07-08 00:12:11.235684;65.286289
2276;Urgente;Facturacion;baja;2023-07-08 00:14:59.297202;2023-07-08 00:20:20.084783;320.787581
2277;Estandar;Falla;baja;2023-07-08 00:15:24.572374;2023-07-08 00:16:26.521594;61.94922
2278;Normal;Queja;media;2023-07-08 00:33:01.806110;2023-07-08 00:38:57.421687;355.615577
2279;Normal;Informacion;alta;2023-07-08 00:35:40.503986;2023-07-08 00:35:57.212605;16.708619
2280;Estandar;Queja;alta;2023-07-08 00:36:45.694893;2023-07-08 00:37:40.824043;55.12915
2281;Urgente;Falla;alta;2023-07-08 00:42:35.128060;2023-07-08 00:47:29.665968;294.537908
2282;Urgente;Queja;baja;2023-07-08 00:43:08.004776;2023-07-08 00:43:30.869362;22.864586
2283;Estandar;Facturacion;media;2023-07-08 00:44:51.151959;2023-07-08 00:46:11.233277;80.081318
2284;Urgente;Falla;media;2023-07-08 00:46:08.568052;2023-07-08 00:50:16.881793;248.313741
2285;Urgente;Informacion;alta;2023-07-08 01:04:55.039390;2023-07-08 01:15:19.515818;624.476428
2286;Normal;Falla;alta;2023-07-08 01:06:32.633219;2023-07-08 01:07:44.536201;71.902982
2287;Normal;Falla;alta;2023-07-08 01:07:15.310199;2023-07-08 01:08:34.191051;78.880852
2288;Normal;Informacion;alta;2023-07-08 01:09:16.125852;2023-07-08 01:11:59.937301;163.811449
2289;Estandar;Facturacion;alta;2023-07-08 01:11:41.909240;2023-07-08 01:18:37.652944;415.743704
2290;Urgente;Informacion;alta;2023-07-08 01:19:21.259811;2023-07-08 01:26:14.397776;413.137965
2291;Normal;Informacion;baja;2023-07-08 01:21:06.197158;2023-07-08 01:24:43.973444;217.776286
2292;Urgente;Facturacion;alta;2023-07-08 01:22:08.031284;2023-07-08 01:27:43.362468;335.331184
2293;Normal;Falla;baja;2023-07-08 01:23:38.382899;2023-07-08 01:27:45.091800;246.708901
2294;Estandar;Informacion;media;2023-07-08 01:25:19.367811;2023-07-08 01:25:55.314538;35.946727
2295;Urgente;Falla;media;2023-07-08 01:28:37.938023;2023-07-08 01:38:31.628686;593.690663
2296;Normal;Falla;media;2023-07-08 01:31:00.427450;2023-07-08 01:40:51.889696;591.462246
2297;Estandar;Informacion;media;2023-07-08 01:31:18.171830;2023-07-08 01:40:49.283516;571.111686
2298;Normal;Falla;baja;2023-07-08 01:31:26.777465;2023-07-08 01:31:43.247891;16.470426
2299;Normal;Informacion;media;2023-07-08 01:34:13.458435;2023-07-08 01:34:27.058308;13.599873
2300;Estandar;Queja;baja;2023-07-08 01:34:19.075373;2023-07-08 01:36:32.432090;133.356717
2301;Urgente;Facturacion;media;2023-07-08 01:35:36.978395;2023-07-08 01:38:00.112663;143.134268
2302;Normal;Falla;baja;2023-07-08 01:44:53.841342;2023-07-08 01:48:54.363283;240.521941
2303;Urgente;Queja;media;2023-07-08 01:51:52.642353;2023-07-08 02:03:42.535872;709.893519
2304;Normal;Informacion;baja;2023-07-08 01:56:23.552660;2023-07-08 01:59:05.802558;162.249898
2305;Urgente;Queja;alta;2023-07-08 02:05:12.035843;2023-07-08 02:07:20.196728;128.160885
2306;Normal;Informacion;media;2023-07-08 02:07:37.739238;2023-07-08 02:14:14.735480;396.996242
2307;Estandar;Informacion;baja;2023-07-08 02:12:39.061606;2023-07-08 02:14:21.991812;102.930206
2308;Estandar;Informacion;media;2023-07-08 02:15:03.221154;2023-07-08 02:17:52.752952;169.531798
2309;Estandar;Queja;media;2023-07-08 02:16:06.491512;2023-07-08 02:23:16.761785;430.270273
2310;Urgente;Falla;baja;2023-07-08 02:17:40.208772;2023-07-08 02:20:04.136583;143.927811
2311;Estandar;Facturacion;media;2023-07-08 02:21:31.415996;2023-07-08 02:27:28.781912;357.365916
2312;Normal;Informacion;alta;2023-07-08 02:23:00.076110;2023-07-08 02:28:28.121430;328.04532
2313;Estandar;Facturacion;alta;2023-07-08 02:28:33.701559;2023-07-08 02:31:57.246349;203.54479
2314;Urgente;Queja;alta;2023-07-08 02:31:29.375566;2023-07-08 02:38:05.855956;396.48039
2315;Normal;Queja;baja;2023-07-08 02:32:22.958869;2023-07-08 02:38:54.813313;391.854444
2316;Normal;Informacion;media;2023-07-08 02:33:43.268933;2023-07-08 02:39:12.843781;329.574848
2317;Urgente;Queja;media;2023-07-08 02:35:37.799463;2023-07-08 02:37:48.163087;130.363624
2318;Normal;Falla;alta;2023-07-08 02:41:07.039645;2023-07-08 02:54:37.945329;810.905684
2319;Estandar;Falla;alta;2023-07-08 02:41:55.001582;2023-07-08 02:43:03.803387;68.801805
2320;Urgente;Queja;media;2023-07-08 02:46:47.758139;2023-07-08 02:47:23.463961;35.705822
2321;Estandar;Falla;media;2023-07-08 02:48:25.939755;2023-07-08 02:50:42.934472;136.994717
2322;Normal;Facturacion;alta;2023-07-08 02:49:33.999949;2023-07-08 02:50:19.243272;45.243323
2323;Normal;Falla;media;2023-07-08 02:51:19.101555;2023-07-08 02:53:16.372513;117.270958
2324;Urgente;Facturacion;baja;2023-07-08 03:09:25.123446;2023-07-08 03:14:00.869957;275.746511
2325;Normal;Queja;alta;2023-07-08 03:25:21.975860;2023-07-08 03:25:27.794344;5.818484
2326;Estandar;Queja;media;2023-07-08 03:26:09.786408;2023-07-08 03:28:54.570106;164.783698
2327;Urgente;Falla;alta;2023-07-08 03:30:50.824933;2023-07-08 03:33:20.962537;150.137604
2328;Normal;Facturacion;media;2023-07-08 03:38:15.714062;2023-07-08 03:39:02.224581;46.510519
2329;Estandar;Informacion;alta;2023-07-08 03:46:14.798067;2023-07-08 03:57:33.862887;679.06482
2330;Estandar;Queja;baja;2023-07-08 03:52:25.889272;2023-07-08 03:58:57.488609;391.599337
2331;Estandar;Informacion;alta;2023-07-08 03:55:04.821564;2023-07-08 04:01:50.940773;406.119209
2332;Urgente;Facturacion;alta;2023-07-08 04:06:21.164644;2023-07-08 04:09:38.732167;197.567523
2333;Estandar;Facturacion;alta;2023-07-08 04:08:55.258621;2023-07-08 04:16:16.938192;441.679571
2334;Normal;Queja;media;2023-07-08 04:12:20.977561;2023-07-08 04:14:11.066662;110.089101
2335;Estandar;Queja;media;2023-07-08 04:12:51.275649;2023-07-08 04:16:14.820548;203.544899
2336;Urgente;Facturacion;media;2023-07-08 04:26:15.789843;2023-07-08 04:30:16.225815;240.435972
2337;Urgente;Informacion;media;2023-07-08 04:28:37.096849;2023-07-08 04:37:29.967691;532.870842
2338;Urgente;Facturacion;media;2023-07-08 04:30:11.107137;2023-07-08 04:38:06.146158;475.039021
2339;Estandar;Falla;media;2023-07-08 04:30:55.701007;2023-07-08 04:36:22.533546;326.832539
2340;Urgente;Informacion;alta;2023-07-08 04:32:58.328778;2023-07-08 04:34:15.015637;76.686859
2341;Urgente;Informacion;baja;2023-07-08 04:41:09.318485;2023-07-08 04:45:03.425943;234.107458
2342;Normal;Falla;alta;2023-07-08 04:41:09.812062;2023-07-08 04:47:14.431950;364.619888
2343;Urgente;Queja;alta;2023-07-08 04:42:33.561021;2023-07-08 04:43:55.113939;81.552918
2344;Estandar;Facturacion;baja;2023-07-08 04:44:27.245671;2023-07-08 04:52:07.127242;459.881571
2345;Normal;Informacion;media;2023-07-08 04:49:27.050698;2023-07-08 04:52:39.531481;192.480783
2346;Urgente;Informacion;media;2023-07-08 04:52:08.563154;2023-07-08 05:03:51.980169;703.417015
2347;Normal;Facturacion;media;2023-07-08 05:01:12.502745;2023-07-08 05:09:05.495450;472.992705
2348;Urgente;Falla;alta;2023-07-08 05:01:27.022101;2023-07-08 05:11:28.510963;601.488862
2349;Estandar;Informacion;alta;2023-07-08 05:01:51.916118;2023-07-08 05:08:21.763339;389.847221
2350;Estandar;Queja;media;2023-07-08 05:03:32.644339;2023-07-08 05:03:34.848321;2.203982
2351;Normal;Informacion;baja;2023-07-08 05:04:09.288850;2023-07-08 05:05:48.025472;98.736622
2352;Normal;Informacion;media;2023-07-08 05:07:21.541058;2023-07-08 05:09:19.644209;118.103151
2353;Estandar;Informacion;media;2023-07-08 05:15:00.587683;2023-07-08 05:24:31.203315;570.615632
2354;Normal;Falla;media;2023-07-08 05:18:46.617996;2023-07-08 05:25:10.217102;383.599106
2355;Estandar;Facturacion;baja;2023-07-08 05:20:35.443208;2023-07-08 05:20:41.849915;6.406707
2356;Estandar;Falla;baja;2023-07-08 05:22:31.811360;2023-07-08 05:25:00.902213;149.090853
2357;Normal;Informacion;alta;2023-07-08 05:27:59.135686;2023-07-08 05:28:37.174638;38.038952
2358;Estandar;Informacion;alta;2023-07-08 05:30:34.648104;2023-07-08 05:31:44.908922;70.260818
2359;Urgente;Facturacion;media;2023-07-08 05:32:10.679142;2023-07-08 05:33:17.089834;66.410692
2360;Urgente;Queja;media;2023-07-08 05:32:29.066215;2023-07-08 05:35:34.091761;185.025546
2361;Urgente;Queja;alta;2023-07-08 05:40:50.340284;2023-07-08 05:43:53.180021;182.839737
2362;Normal;Facturacion;baja;2023-07-08 05:44:13.856725;2023-07-08 05:47:28.728405;194.87168
2363;Urgente;Facturacion;baja;2023-07-08 05:47:12.693706;2023-07-08 05:49:22.509265;129.815559
2364;Urgente;Facturacion;baja;2023-07-08 05:52:04.029850;2023-07-08 05:54:32.949169;148.919319
2365;Urgente;Falla;baja;2023-07-08 05:59:50.004491;2023-07-08 06:03:16.775178;206.770687
2366;Estandar;Queja;alta;2023-07-08 06:02:01.993581;2023-07-08 06:05:14.737978;192.744397
2367;Normal;Falla;alta;2023-07-08 06:07:16.306922;2023-07-08 06:07:33.796582;17.48966
2368;Normal;Falla;media;2023-07-08 06:08:46.096807;2023-07-08 06:18:06.702040;560.605233
2369;Normal;Informacion;baja;2023-07-08 06:16:07.661276;2023-07-08 06:16:21.370339;13.709063
2370;Estandar;Queja;alta;2023-07-08 06:20:39.061724;2023-07-08 06:25:10.521227;271.459503
2371;Urgente;Facturacion;alta;2023-07-08 06:23:48.132376;2023-07-08 06:28:35.341014;287.208638
2372;Normal;Facturacion;baja;2023-07-08 06:26:32.767026;2023-07-08 06:32:09.442797;336.675771
2373;Urgente;Informacion;baja;2023-07-08 06:27:34.546253;2023-07-08 06:28:14.984956;40.438703
2374;Normal;Facturacion;media;2023-07-08 06:27:36.332063;2023-07-08 06:32:00.040413;263.70835
2375;Normal;Queja;media;2023-07-08 06:30:39.783411;2023-07-08 06:32:36.410529;116.627118
2376;Urgente;Queja;media;2023-07-08 06:34:40.278642;2023-07-08 06:36:02.479724;82.201082
2377;Urgente;Queja;alta;2023-07-08 06:35:07.204577;2023-07-08 06:36:08.005602;60.801025
2378;Urgente;Informacion;media;2023-07-08 06:40:37.387943;2023-07-08 06:44:56.567879;259.179936
2379;Urgente;Informacion;media;2023-07-08 06:43:24.140060;2023-07-08 06:46:43.839636;199.699576
2380;Estandar;Informacion;alta;2023-07-08 06:44:23.880797;2023-07-08 06:44:49.959982;26.079185
2381;Estandar;Falla;media;2023-07-08 06:46:02.775950;2023-07-08 06:50:22.580476;259.804526
2382;Estandar;Falla;alta;2023-07-08 06:50:52.433377;2023-07-08 06:58:28.171518;455.738141
2383;Urgente;Facturacion;media;2023-07-08 06:51:45.174177;2023-07-08 06:56:31.398131;286.223954
2384;Estandar;Facturacion;media;2023-07-08 07:04:50.350579;2023-07-08 07:05:21.883590;31.533011
2385;Normal;Informacion;alta;2023-07-08 07:12:54.915628;2023-07-08 07:19:11.853225;376.937597
2386;Normal;Falla;alta;2023-07-08 07:14:09.459843;2023-07-08 07:18:16.447766;246.987923
2387;Normal;Facturacion;alta;2023-07-08 07:15:25.023952;2023-07-08 07:29:33.712985;848.689033
2388;Normal;Informacion;baja;2023-07-08 07:16:12.957625;2023-07-08 07:20:58.732079;285.774454
2389;Urgente;Falla;media;2023-07-08 07:19:28.227834;2023-07-08 07:25:02.197287;333.969453
2390;Estandar;Falla;media;2023-07-08 07:28:20.716761;2023-07-08 07:36:00.611485;459.894724
2391;Urgente;Informacion;baja;2023-07-08 07:29:25.427976;2023-07-08 07:34:53.712748;328.284772
2392;Urgente;Facturacion;alta;2023-07-08 07:39:13.343837;2023-07-08 07:52:03.437865;770.094028
2393;Estandar;Informacion;media;2023-07-08 07:44:15.387119;2023-07-08 07:45:51.372803;95.985684
2394;Normal;Falla;media;2023-07-08 07:46:51.187657;2023-07-08 07:49:30.311829;159.124172
2395;Urgente;Facturacion;baja;2023-07-08 07:53:20.443440;2023-07-08 07:58:01.817374;281.373934
2396;Normal;Informacion;media;2023-07-08 08:02:56.180183;2023-07-08 08:08:43.021186;346.841003
2397;Urgente;Facturacion;alta;2023-07-08 08:04:58.356014;2023-07-08 08:05:16.861454;18.50544
2398;Estandar;Facturacion;media;2023-07-08 08:15:03.213430;2023-07-08 08:20:35.963466;332.750036
2399;Urgente;Falla;baja;2023-07-08 08:28:06.258934;2023-07-08 08:43:19.111504;912.85257
2400;Normal;Falla;media;2023-07-08 08:29:08.596191;2023-07-08 08:32:21.295047;192.698856
2401;Estandar;Facturacion;media;2023-07-08 08:29:42.571251;2023-07-08 08:33:05.499546;202.928295
2402;Urgente;Informacion;baja;2023-07-08 08:30:23.667574;2023-07-08 08:35:26.383716;302.716142
2403;Normal;Falla;alta;2023-07-08 08:31:45.368567;2023-07-08 08:41:00.766123;555.397556
2404;Normal;Falla;media;2023-07-08 08:39:38.449117;2023-07-08 08:48:42.951013;544.501896
2405;Estandar;Informacion;media;2023-07-08 08:41:44.254691;2023-07-08 08:45:51.488203;247.233512
2406;Urgente;Falla;media;2023-07-08 08:46:21.076146;2023-07-08 08:47:57.936659;96.860513
2407;Estandar;Informacion;alta;2023-07-08 08:49:12.090566;2023-07-08 08:57:01.949220;469.858654
2408;Normal;Falla;media;2023-07-08 08:59:54.647408;2023-07-08 09:05:37.123579;342.476171
2409;Estandar;Falla;media;2023-07-08 09:03:00.686324;2023-07-08 09:04:15.159080;74.472756
2410;Urgente;Falla;media;2023-07-08 09:10:24.176782;2023-07-08 09:11:49.078059;84.901277
2411;Normal;Queja;baja;2023-07-08 09:10:35.744036;2023-07-08 09:14:24.448019;228.703983
2412;Normal;Informacion;alta;2023-07-08 09:23:14.665244;2023-07-08 09:30:15.108171;420.442927
2413;Normal;Facturacion;media;2023-07-08 09:28:28.624982;2023-07-08 09:31:22.710695;174.085713
2414;Urgente;Queja;baja;2023-07-08 09:33:24.731459;2023-07-08 09:36:37.043499;192.31204
2415;Normal;Falla;baja;2023-07-08 09:42:16.043439;2023-07-08 09:44:14.963810;118.920371
2416;Estandar;Queja;media;2023-07-08 09:49:55.475780;2023-07-08 09:54:15.112468;259.636688
2417;Estandar;Queja;alta;2023-07-08 09:53:16.744940;2023-07-08 10:02:49.362462;572.617522
2418;Urgente;Informacion;alta;2023-07-08 09:59:17.184018;2023-07-08 09:59:26.878590;9.694572
2419;Urgente;Queja;alta;2023-07-08 10:13:54.791951;2023-07-08 10:20:32.649414;397.857463
2420;Estandar;Informacion;baja;2023-07-08 10:14:40.877370;2023-07-08 10:24:25.553088;584.675718
2421;Urgente;Queja;media;2023-07-08 10:18:18.735382;2023-07-08 10:20:41.385043;142.649661
2422;Estandar;Facturacion;alta;2023-07-08 10:18:29.055246;2023-07-08 10:20:37.278043;128.222797
2423;Urgente;Falla;baja;2023-07-08 10:20:04.388934;2023-07-08 10:22:43.074649;158.685715
2424;Normal;Queja;alta;2023-07-08 10:53:40.255390;2023-07-08 10:57:00.720760;200.46537
2425;Urgente;Informacion;baja;2023-07-08 10:55:18.032886;2023-07-08 10:58:06.362965;168.330079
2426;Urgente;Queja;baja;2023-07-08 10:57:20.454201;2023-07-08 10:58:13.442286;52.988085
2427;Urgente;Facturacion;media;2023-07-08 10:57:41.576587;2023-07-08 11:00:15.900361;154.323774
2428;Estandar;Queja;alta;2023-07-08 11:04:31.047689;2023-07-08 11:10:14.549862;343.502173
2429;Normal;Facturacion;media;2023-07-08 11:09:31.392286;2023-07-08 11:17:37.932741;486.540455
2430;Urgente;Facturacion;alta;2023-07-08 11:13:04.350491;2023-07-08 11:17:19.380073;255.029582
2431;Normal;Falla;alta;2023-07-08 11:16:04.626072;2023-07-08 11:19:00.964446;176.338374
2432;Normal;Informacion;baja;2023-07-08 11:28:48.229622;2023-07-08 11:44:43.529539;955.299917
2433;Urgente;Facturacion;alta;2023-07-08 11:32:07.201285;2023-07-08 11:32:38.318244;31.116959
2434;Estandar;Falla;baja;2023-07-08 11:34:45.964595;2023-07-08 11:42:47.729829;481.765234
2435;Estandar;Falla;media;2023-07-08 11:37:31.886886;2023-07-08 11:41:15.326233;223.439347
2436;Estandar;Falla;baja;2023-07-08 11:39:20.654863;2023-07-08 11:46:45.085728;444.430865
2437;Normal;Falla;alta;2023-07-08 11:40:39.800622;2023-07-08 11:43:39.699498;179.898876
2438;Estandar;Facturacion;alta;2023-07-08 11:44:53.040430;2023-07-08 11:54:55.026271;601.985841
2439;Urgente;Falla;media;2023-07-08 11:47:44.944142;2023-07-08 11:50:08.100088;143.155946
2440;Urgente;Falla;baja;2023-07-08 11:50:01.281331;2023-07-08 11:59:08.832212;547.550881
2441;Urgente;Falla;media;2023-07-08 11:54:09.931529;2023-07-08 11:56:02.747421;112.815892
2442;Estandar;Informacion;alta;2023-07-08 12:05:47.216931;2023-07-08 12:09:43.926850;236.709919
2443;Urgente;Facturacion;media;2023-07-08 12:14:11.326335;2023-07-08 12:26:08.278267;716.951932
2444;Estandar;Facturacion;alta;2023-07-08 12:21:01.893430;2023-07-08 12:22:52.346228;110.452798
2445;Urgente;Informacion;baja;2023-07-08 12:21:40.139125;2023-07-08 12:30:00.630844;500.491719
2446;Normal;Facturacion;media;2023-07-08 12:24:16.073024;2023-07-08 12:32:18.918159;482.845135
2447;Normal;Facturacion;media;2023-07-08 12:36:16.916399;2023-07-08 12:48:31.954238;735.037839
2448;Normal;Facturacion;alta;2023-07-08 12:43:28.015383;2023-07-08 12:49:56.657859;388.642476
2449;Estandar;Falla;alta;2023-07-08 12:52:56.546058;2023-07-08 12:55:43.210800;166.664742
2450;Urgente;Facturacion;alta;2023-07-08 12:53:11.741663;2023-07-08 12:54:45.697379;93.955716
2451;Estandar;Queja;baja;2023-07-08 12:54:23.751707;2023-07-08 13:00:07.219588;343.467881
2452;Urgente;Facturacion;media;2023-07-08 12:56:43.189016;2023-07-08 12:58:57.636663;134.447647
2453;Estandar;Falla;baja;2023-07-08 12:56:48.267349;2023-07-08 13:02:19.554387;331.287038
2454;Estandar;Falla;alta;2023-07-08 12:56:58.766679;2023-07-08 12:59:01.824072;123.057393
2455;Urgente;Informacion;media;2023-07-08 13:03:19.795513;2023-07-08 13:09:24.718610;364.923097
2456;Urgente;Facturacion;alta;2023-07-08 13:15:58.806460;2023-07-08 13:21:28.650673;329.844213
2457;Urgente;Falla;alta;2023-07-08 13:23:10.559964;2023-07-08 13:27:58.175797;287.615833
2458;Normal;Informacion;media;2023-07-08 13:23:49.030564;2023-07-08 13:28:00.428827;251.398263
2459;Urgente;Informacion;media;2023-07-08 13:28:25.460270;2023-07-08 13:28:42.335369;16.875099
2460;Urgente;Queja;baja;2023-07-08 13:28:51.558786;2023-07-08 13:40:27.946293;696.387507
2461;Estandar;Falla;baja;2023-07-08 13:28:57.840046;2023-07-08 13:30:53.263901;115.423855
2462;Normal;Queja;alta;2023-07-08 13:33:47.505884;2023-07-08 13:38:54.134733;306.628849
2463;Normal;Facturacion;alta;2023-07-08 13:36:44.055847;2023-07-08 13:38:24.389938;100.334091
2464;Urgente;Falla;media;2023-07-08 13:38:07.413628;2023-07-08 13:38:13.656337;6.242709
2465;Urgente;Facturacion;baja;2023-07-08 13:38:13.247392;2023-07-08 13:42:14.863711;241.616319
2466;Normal;Falla;media;2023-07-08 13:39:40.108846;2023-07-08 13:47:30.045236;469.93639
2467;Urgente;Queja;alta;2023-07-08 13:42:29.459144;2023-07-08 13:45:14.628460;165.169316
2468;Normal;Falla;media;2023-07-08 13:46:40.419175;2023-07-08 13:53:57.622113;437.202938
2469;Urgente;Falla;alta;2023-07-08 13:55:31.557394;2023-07-08 14:02:20.932913;409.375519
2470;Normal;Facturacion;alta;2023-07-08 14:03:13.083795;2023-07-08 14:10:06.769728;413.685933
2471;Estandar;Facturacion;baja;2023-07-08 14:05:54.628938;2023-07-08 14:08:21.828764;147.199826
2472;Normal;Facturacion;alta;2023-07-08 14:10:57.760835;2023-07-08 14:15:22.782533;265.021698
2473;Urgente;Facturacion;baja;2023-07-08 14:19:14.813075;2023-07-08 14:20:38.838199;84.025124
2474;Normal;Falla;alta;2023-07-08 14:21:18.161570;2023-07-08 14:25:52.432657;274.271087
2475;Normal;Facturacion;alta;2023-07-08 14:24:38.960714;2023-07-08 14:36:04.642567;685.681853
2476;Normal;Facturacion;alta;2023-07-08 14:28:05.277482;2023-07-08 14:28:33.215918;27.938436
2477;Urgente;Falla;alta;2023-07-08 14:32:52.213250;2023-07-08 14:37:52.121713;299.908463
2478;Estandar;Queja;alta;2023-07-08 14:38:48.584935;2023-07-08 14:38:52.275786;3.690851
2479;Estandar;Falla;baja;2023-07-08 14:40:00.269071;2023-07-08 14:45:18.030394;317.761323
2480;Estandar;Queja;alta;2023-07-08 14:42:32.691198;2023-07-08 14:43:39.779290;67.088092
2481;Estandar;Informacion;alta;2023-07-08 14:47:33.951699;2023-07-08 14:51:26.679372;232.727673
2482;Normal;Falla;media;2023-07-08 14:52:15.468339;2023-07-08 14:53:57.451106;101.982767
2483;Normal;Queja;baja;2023-07-08 15:05:32.418534;2023-07-08 15:14:03.629892;511.211358
2484;Normal;Facturacion;baja;2023-07-08 15:09:35.791070;2023-07-08 15:18:49.705190;553.91412
2485;Urgente;Informacion;baja;2023-07-08 15:27:23.737045;2023-07-08 15:37:42.701572;618.964527
2486;Estandar;Queja;alta;2023-07-08 15:37:32.455698;2023-07-08 15:42:13.594235;281.138537
2487;Estandar;Informacion;media;2023-07-08 15:38:34.100801;2023-07-08 15:43:53.726151;319.62535
2488;Urgente;Falla;alta;2023-07-08 15:39:44.029461;2023-07-08 15:40:26.582736;42.553275
2489;Normal;Informacion;alta;2023-07-08 15:41:01.617146;2023-07-08 15:44:40.937452;219.320306
2490;Estandar;Queja;alta;2023-07-08 15:44:43.905448;2023-07-08 15:52:57.982161;494.076713
2491;Urgente;Falla;media;2023-07-08 15:50:50.186502;2023-07-08 15:57:53.152086;422.965584
2492;Estandar;Informacion;media;2023-07-08 15:53:09.993834;2023-07-08 15:54:34.063452;84.069618
2493;Estandar;Informacion;baja;2023-07-08 16:03:44.659900;2023-07-08 16:09:11.844509;327.184609
2494;Normal;Facturacion;baja;2023-07-08 16:11:33.280925;2023-07-08 16:16:23.283867;290.002942
2495;Estandar;Falla;baja;2023-07-08 16:16:33.778298;2023-07-08 16:26:05.216454;571.438156
2496;Normal;Queja;media;2023-07-08 16:19:00.648405;2023-07-08 16:22:46.678597;226.030192
2497;Estandar;Falla;alta;2023-07-08 16:24:51.787774;2023-07-08 16:27:20.926393;149.138619
2498;Normal;Facturacion;alta;2023-07-08 16:33:57.759876;2023-07-08 16:37:12.001431;194.241555
2499;Normal;Queja;alta;2023-07-08 16:37:43.176537;2023-07-08 16:42:06.608446;263.431909
2500;Normal;Informacion;media;2023-07-08 16:39:11.556362;2023-07-08 16:39:51.084283;39.527921
2501;Urgente;Informacion;media;2023-07-08 16:43:19.648197;2023-07-08 16:44:22.626164;62.977967
2502;Normal;Queja;media;2023-07-08 16:49:02.226661;2023-07-08 16:49:41.475284;39.248623
2503;Urgente;Informacion;baja;2023-07-08 17:01:03.269307;2023-07-08 17:02:02.393533;59.124226
2504;Normal;Queja;media;2023-07-08 17:01:06.441448;2023-07-08 17:05:12.701670;246.260222
2505;Urgente;Facturacion;baja;2023-07-08 17:01:41.653168;2023-07-08 17:11:36.131137;594.477969
2506;Estandar;Informacion;media;2023-07-08 17:15:02.335175;2023-07-08 17:18:34.321447;211.986272
2507;Normal;Facturacion;media;2023-07-08 17:19:53.470939;2023-07-08 17:23:10.451817;196.980878
2508;Urgente;Facturacion;alta;2023-07-08 17:21:29.651357;2023-07-08 17:24:30.168495;180.517138
2509;Urgente;Informacion;baja;2023-07-08 17:22:30.141923;2023-07-08 17:25:34.653080;184.511157
2510;Urgente;Informacion;baja;2023-07-08 17:25:31.887024;2023-07-08 17:28:47.900451;196.013427
2511;Normal;Facturacion;media;2023-07-08 17:26:58.932301;2023-07-08 17:33:14.088876;375.156575
2512;Urgente;Facturacion;alta;2023-07-08 17:30:59.696217;2023-07-08 17:31:11.910990;12.214773
2513;Normal;Facturacion;alta;2023-07-08 17:32:13.840370;2023-07-08 17:37:37.232713;323.392343
2514;Urgente;Informacion;media;2023-07-08 17:37:07.752843;2023-07-08 17:39:55.407058;167.654215
2515;Urgente;Queja;media;2023-07-08 17:37:21.053627;2023-07-08 17:45:38.395367;497.34174
2516;Estandar;Falla;baja;2023-07-08 17:38:04.203866;2023-07-08 17:46:15.105287;490.901421
2517;Urgente;Facturacion;media;2023-07-08 17:49:04.555840;2023-07-08 17:52:40.272007;215.716167
2518;Normal;Facturacion;baja;2023-07-08 17:54:22.070943;2023-07-08 17:54:48.695228;26.624285
2519;Urgente;Falla;media;2023-07-08 17:54:25.786234;2023-07-08 17:54:28.985733;3.199499
2520;Normal;Facturacion;alta;2023-07-08 18:08:16.122309;2023-07-08 18:25:11.848923;1015.726614
2521;Urgente;Queja;media;2023-07-08 18:18:29.737066;2023-07-08 18:27:39.371697;549.634631
2522;Estandar;Falla;media;2023-07-08 18:21:28.163700;2023-07-08 18:27:54.041396;385.877696
2523;Estandar;Facturacion;media;2023-07-08 18:25:14.465678;2023-07-08 18:25:44.353752;29.888074
2524;Urgente;Falla;media;2023-07-08 18:27:16.846877;2023-07-08 18:39:07.908820;711.061943
2525;Normal;Falla;baja;2023-07-08 18:28:37.821993;2023-07-08 18:32:48.582276;250.760283
2526;Urgente;Facturacion;alta;2023-07-08 18:33:59.310272;2023-07-08 18:35:30.518145;91.207873
2527;Normal;Facturacion;alta;2023-07-08 18:40:03.807630;2023-07-08 18:49:23.904291;560.096661
2528;Estandar;Informacion;baja;2023-07-08 18:44:36.208466;2023-07-08 18:51:18.095505;401.887039
2529;Normal;Falla;media;2023-07-08 18:44:53.606895;2023-07-08 18:47:50.113918;176.507023
2530;Estandar;Facturacion;media;2023-07-08 18:45:12.947613;2023-07-08 18:50:29.633302;316.685689
2531;Normal;Falla;baja;2023-07-08 18:45:16.519875;2023-07-08 18:53:09.713895;473.19402
2532;Estandar;Queja;alta;2023-07-08 18:48:55.277294;2023-07-08 18:50:18.043425;82.766131
2533;Estandar;Informacion;media;2023-07-08 18:49:18.238280;2023-07-08 18:50:12.540131;54.301851
2534;Urgente;Facturacion;baja;2023-07-08 18:49:20.883690;2023-07-08 18:49:28.518947;7.635257
2535;Normal;Informacion;baja;2023-07-08 18:49:52.137518;2023-07-08 18:52:54.846121;182.708603
2536;Estandar;Informacion;media;2023-07-08 18:55:16.402467;2023-07-08 18:55:52.854891;36.452424
2537;Estandar;Informacion;baja;2023-07-08 18:57:58.780887;2023-07-08 19:02:15.251108;256.470221
2538;Urgente;Informacion;baja;2023-07-08 19:00:33.976570;2023-07-08 19:08:48.143227;494.166657
2539;Estandar;Informacion;media;2023-07-08 19:06:47.991758;2023-07-08 19:07:25.216188;37.22443
2540;Urgente;Informacion;alta;2023-07-08 19:13:00.583192;2023-07-08 19:13:10.726687;10.143495
2541;Urgente;Queja;baja;2023-07-08 19:15:59.590314;2023-07-08 19:24:03.881432;484.291118
2542;Urgente;Queja;alta;2023-07-08 19:19:54.779445;2023-07-08 19:29:32.739335;577.95989
